author_id,conversation_id,created_at,id,in_reply_to_user_id,like_count,quote_count,reply_count,retweet_count,text
1505495688544759808,1553914559731322880,2022-08-01T01:24:36.000Z,1553914559731322880,,0,0,0,22,"RT @flanatico88: ⚫FLAMENGUISTA SEGUE FLAMENGUISTA🔴

⚫RT ESSE TWEET🔴
⚫SIGA QUEM DER FAV🔴
⚫SIGA QUEM DER RT🔴
⚫SIGA QUEM TE SEGUIR🔴
⚫️ SIGA QU…"
1553888699355697152,1554664961531600896,2022-08-03T03:06:25.000Z,1554664961531600896,,0,0,0,0,"2x0 fora os ameaças 🔥❤️🖤
#flamengomalvadao #flamengo #Libertadores2022 #LibertadoresNoSBT #GabiGOL"
1505495688544759808,1554147995041529857,2022-08-01T16:52:11.000Z,1554147995041529857,,0,0,0,43,"RT @naza_master: ⚫FLAMENGUISTA SEGUE FLAMENGUISTA🔴

⚫RT ESSE TWEET🔴
⚫SIGA QUEM DER FAV🔴
⚫SIGA QUEM DER RT🔴
⚫SIGA QUEM TE SEGUIR🔴
⚫️ SIGA QU…"
1539260569827659779,1552372570686738437,2022-07-27T19:17:17.000Z,1552372570686738437,,0,0,0,36,"RT @naza_master: ⚫FLAMENGUISTA SEGUE FLAMENGUISTA🔴

⚫RT ESSE TWEET🔴
⚫SIGA QUEM DER FAV🔴
⚫SIGA QUEM DER RT🔴
⚫SIGA QUEM TE SEGUIR🔴
⚫️ SIGA QU…"
1418526495664967682,1554351290628571136,2022-08-02T06:20:00.000Z,1554351290628571136,,0,0,0,51,"RT @VictorFla_: ⚫FLAMENGUISTA SEGUE FLAMENGUISTA🔴

⚫RT ESSE TWEET🔴
⚫SIGA QUEM DER FAV🔴
⚫SIGA QUEM DER RT🔴
⚫SIGA QUEM TE SEGUIR🔴
⚫️ SIGA QUE…"
1575785814,1554453410312863744,2022-08-02T13:05:48.000Z,1554453410312863744,,0,0,0,37,"RT @naza_master: ⚫FLAMENGUISTA SEGUE FLAMENGUISTA🔴

⚫RT ESSE TWEET🔴
⚫SIGA QUEM DER FAV🔴
⚫SIGA QUEM DER RT🔴
⚫SIGA QUEM TE SEGUIR🔴
⚫️ SIGA QU…"
2514842007,1554658602463494145,2022-08-03T02:41:09.000Z,1554658602463494145,,0,0,0,0,"Flamengo devia mandar um boleto pra cada um que assistiu esse jogo.
Pra pagar pela aula de futebol que passou na TV! #CRF #Flamengo #FLAxCOR #flamengomalvadao"
1453534249957695489,1554655942389661698,2022-08-03T02:30:35.000Z,1554655942389661698,,0,0,0,0,"Flamengo venceu nós tá como. 
Isso é flamengo crl..
#flamengomalvadao 
#FLAxCOR 
#LibertadoresNoSBT https://t.co/4sD2A475Js"
1177228723873095680,1553155857390739456,2022-07-29T23:09:47.000Z,1553155857390739456,,0,0,0,44,"RT @naza_master: ⚫FLAMENGUISTA SEGUE FLAMENGUISTA🔴

⚫RT ESSE TWEET🔴
⚫SIGA QUEM DER FAV🔴
⚫SIGA QUEM DER RT🔴
⚫SIGA QUEM TE SEGUIR🔴
⚫️ SIGA QU…"
867931148541988864,1554588140198891522,2022-08-02T22:01:10.000Z,1554588140198891522,,0,0,0,30,"RT @ajudesalvardan1: #flamengomalvadao 
E uma luta incansável pessoal ajudem divulguem pois Daniel tem um gasto de 2500.00 por mes sem cont…"
